Level,id,Wissenschaftlicher Name,Name,Euring,Species id,Familie,Artengruppe,Artstatus,Datum,Zeit,Erfassungsdatum,Typ des Meldesystems,versteckt bis,hide level,Anzahl,Geschlecht,Stadium,Aktivität,31468-X,31468-Y,Lon,Lat,Genauigkeit,Biotop,Gebiet,Bundesland,Provinz,Benutzer,Admin,Status,sicher,"entflohen, ausgesetzt oder angepflanzt",Methode,link,Bemerkungen,Bemerkungen zum Ort,Tagesliste,Foto
+,193878673,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,19:11,12/06/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,160,164","5,647,449","717,048,406,600,952","508,623,199,462,891",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878673,,,0,N
+,193878674,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,19:07,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,160,035","5,647,510","71,685,996,055,603","508,627,891,540,527",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878674,,,0,N
+,193878675,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:45,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,159,867","5,647,492","716,624,116,897,583","508,625,259,399,414",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878675,,,0,N
+,193878676,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:44,12/06/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,159,849","5,647,509","716,597,414,016,724","508,626,747,131,348",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878676,,,0,N
+,193878677,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:43,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,159,830","5,647,518","716,570,234,298,706","508,627,395,629,883",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878677,,,0,N
+,193878678,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:42,12/06/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,159,815","5,647,534","716,547,679,901,123","508,628,768,920,898",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878678,,,0,N
+,193878679,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:34,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,159,903","5,647,520","716,672,849,655,151","508,628,044,128,418",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878679,,,0,N
+,193878680,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:33,12/06/2020,ObsMapp,01/01/2007,0,3,männlich,unbekannt,singend,"4,159,940","5,647,502","716,727,161,407,471","50,862,663,269,043",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878680,,,0,N
+,193878681,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:31,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,159,961","5,647,490","716,757,965,087,891","508,625,679,016,113",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878681,,,0,N
+,193878682,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:31,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,159,985","5,647,477","716,793,251,037,598","508,624,610,900,879",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878682,,,0,N
+,193878683,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:30,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,159,990","5,647,473","716,800,451,278,687","50,862,434,387,207",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878683,,,0,N
+,193878684,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:25,12/06/2020,ObsMapp,01/01/2007,0,3,männlich,unbekannt,singend,"4,160,123","5,647,360","716,998,434,066,772","508,614,959,716,797",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878684,,,0,N
+,193878685,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:23,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,160,166","5,647,357","71,706,018,447,876","508,614,959,716,797",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878685,,,0,N
+,193878686,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:23,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,160,166","5,647,374","717,058,277,130,127","508,616,485,595,703",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878686,,,0,N
+,193878687,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:19,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,160,067","5,647,435","716,912,221,908,569","50,862,133,026,123",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878687,,,0,N
+,193878688,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:18,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,160,048","5,647,441","716,885,566,711,426","50,862,174,987,793",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878688,,,0,N
+,193878689,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:15,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,160,060","5,647,456","716,901,350,021,362","508,623,161,315,918",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878689,,,0,N
+,193878690,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:10,12/06/2020,ObsMapp,01/01/2007,0,2,unbekannt,unbekannt,singend,"4,160,068","5,647,438","716,913,461,685,181","508,621,597,290,039",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878690,,,0,N
+,193878691,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:06,12/06/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,160,130","5,647,422","717,002,964,019,775","50,862,060,546,875",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878691,,,0,N
+,193878692,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:05,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,160,139","5,647,407","717,017,507,553,101","508,619,270,324,707",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878692,,,0,N
+,193878693,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,18:03,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,160,171","5,647,393","717,063,999,176,025","508,618,202,209,473",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878693,,,0,N
+,193878694,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,17:57,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,160,132","5,647,461","717,002,725,601,196","508,624,114,990,234",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878694,,,0,N
+,193878695,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,17:56,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,160,162","5,647,440","717,046,308,517,456","508,622,398,376,465",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878695,,,0,N
+,193878696,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,17:55,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,160,161","5,647,440","717,044,830,322,266","508,622,360,229,492",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878696,,,0,N
+,193878697,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/06/2020,17:52,12/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,160,263","5,647,409","71,719,217,300,415","508,620,223,999,023",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193878697,,,0,N
+,193958566,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,13/06/2020,17:15,13/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,916","5,651,502","713,488,817,214,966","508,972,930,908,203",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193958566,,,0,N
+,193958567,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,13/06/2020,17:15,13/06/2020,ObsMapp,01/01/2007,0,1,unbekannt,unbekannt,singend,"4,157,914","5,651,492","71,348,729,133,606","508,972,053,527,832",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193958567,,,0,N
+,193958985,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,13/06/2020,17:17,13/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,901","5,651,505","71,346,640,586,853","508,973,159,790,039",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/193958985,,,0,N
+,196775997,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,13/06/2020,10:45,22/07/2020,ObsMapp,01/01/2007,0,10,unbekannt,unbekannt,singend,"4,207,271","5,770,711","773,586,797,714,233","51,992,977,142,334",25, onbekend,BRD - MS Münster - Truppenübungsplatz Handorf,BRD - Nordrhein-Westfalen,Germany,Johannes Amshoff,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/196775997,,,0,N
+,229459096,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,13/06/2020,,17/11/2021,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,204,654","5,773,083","7,695,828","52,012,852",14, onbekend,BRD - MS Münster (Kreisfreie Stadt),BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459096,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,194375187,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,17/06/2020,11:38,18/06/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,159,818","5,647,603","716,545,486,450,195","508,634,986,877,441",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194375187,,,0,N
+,194375188,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,17/06/2020,11:24,18/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,159,682","5,648,519","716,267,490,386,963","508,716,239,929,199",25, onbekend,BRD - NSG Wahner Heide <GL>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194375188,,,0,N
+,194516019,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,20/06/2020,,20/06/2020,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,160,700","5,646,783","717,869,282","5,085,666,914",100, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Caspar Jung,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194516019,"""""",,0,N
+,194516037,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,20/06/2020,,20/06/2020,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,159,868","5,648,539","716,528,177","5,087,190,525",100, onbekend,BRD - NSG Wahner Heide <GL>,BRD - Nordrhein-Westfalen,Germany,Caspar Jung,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194516037,"""""",,0,N
+,194516075,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,20/06/2020,,20/06/2020,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,158,487","5,650,176","714,421,749","5,088,575,925",1000, onbekend,BRD - NSG Wahner Heide <GL>,BRD - Nordrhein-Westfalen,Germany,Caspar Jung,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194516075,"""""",,0,N
+,194702626,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,22/06/2020,19:25,22/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,547","5,650,850","713,027,048,110,962","508,912,391,662,598",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194702626,,,0,N
+,194702627,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,22/06/2020,19:19,22/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,479","5,650,954","712,920,475,006,104","508,921,318,054,199",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194702627,,,0,N
+,194702628,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,22/06/2020,19:17,22/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,512","5,650,863","712,976,932,525,635","508,913,383,483,887",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194702628,,,0,N
+,194702629,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,22/06/2020,19:16,22/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,157,516","5,650,841","712,983,655,929,565","508,911,399,841,309",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194702629,,,0,N
+,194702630,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,22/06/2020,18:27,22/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,158,279","5,649,199","714,218,235,015,869","508,768,844,604,492",25, onbekend,BRD - NSG Wahner Heide <K>,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194702630,,,0,N
+,194702631,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,22/06/2020,17:18,22/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,155,247","5,651,623","709,697,723,388,672","508,967,971,801,758",25, onbekend,BRD - K Leidenhausen,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194702631,,,0,N
+,194948516,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,25/06/2020,18:31,25/06/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,161,389","5,646,782","718,844,175,338,745","508,570,594,787,598",25, onbekend,BRD - K Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194948516,,,0,N
+,194948517,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,25/06/2020,18:30,25/06/2020,ObsMapp,01/01/2007,0,5,männlich,unbekannt,singend,"4,161,425","5,646,783","718,895,244,598,389","508,570,899,963,379",25, onbekend,BRD - K Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194948517,,,0,N
+,194948518,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,25/06/2020,18:14,25/06/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,161,210","5,646,783","718,590,116,500,855","508,569,679,260,254",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194948518,,,0,N
+,194948519,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,25/06/2020,18:14,25/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,161,198","5,646,784","718,574,237,823,486","508,569,679,260,254",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194948519,,,0,N
+,194948520,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,25/06/2020,18:12,25/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,161,031","5,646,893","718,326,807,022,095","508,578,453,063,965",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194948520,,,0,N
+,194948521,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,25/06/2020,18:10,25/06/2020,ObsMapp,01/01/2007,0,2,männlich,unbekannt,singend,"4,160,954","5,646,971","718,210,554,122,925","508,584,976,196,289",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194948521,,,0,N
+,194948522,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,25/06/2020,18:09,25/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,160,912","5,647,011","718,147,468,566,895","508,588,371,276,855",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194948522,,,0,N
+,194948523,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,25/06/2020,17:47,25/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,160,639","5,646,761","717,784,929,275,513","508,564,300,537,109",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194948523,,,0,N
+,194948524,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,25/06/2020,17:17,25/06/2020,ObsMapp,01/01/2007,0,1,männlich,unbekannt,singend,"4,159,718","5,647,524","716,410,064,697,266","508,627,319,335,938",25, onbekend,BRD - SU NSG Wahner Heide,BRD - Nordrhein-Westfalen,Germany,Luisa König,,O,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/194948524,,,0,N
+,195048453,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,27/06/2020,09:14,27/06/2020,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,269,058","5,757,225","86,427,373","51,901,097",10, onbekend,BRD - GT Gütersloh  (Kreis),BRD - Nordrhein-Westfalen,Germany,Philipp Kruse,Florin Rutschmann,J,Y,N,in einem Gebäude,https://nrw.observation.org/waarneming/view/195048453,"""""",,0,Y
+,229459077,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,10/07/2020,,17/11/2021,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,205,592","5,774,383","7,708,333","52,025",3642, onbekend,BRD - MS Münster - Truppenübungsplatz Dorbaum,BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459077,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,229459076,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,12/07/2020,,17/11/2021,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,206,347","5,775,036","771,875","5,203,125",910, onbekend,BRD - NSG Grosse Bree,BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459076,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,233404574,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,21/10/2020,,06/02/2022,iNaturalist,01/01/1980,0,1,unbekannt,Larve/Nymphe,anwesend,"4,092,316","5,698,097","61,544,778,333","512,714,883,333",999, onbekend,BRD - VIE NSG Brachter Wald,BRD - Nordrhein-Westfalen,Germany,Max Schi,Alexander Franzen,J,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/233404574,,,0,Y
+,229459045,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,25/04/2021,,17/11/2021,Site,01/01/1980,0,1,unbekannt,unbekannt,anwesend,"4,206,265","5,773,646","771,875","5,201,875",910, onbekend,BRD - MS Münster - Truppenübungsplatz Dorbaum,BRD - Nordrhein-Westfalen,Germany,OrthopteraWeb,Automatische Validatie,A,Y,N,unbekannt,https://nrw.observation.org/waarneming/view/229459045,"""Quelle: OrthopteraWeb - https://daten.heuschrecken-portal.de""",,0,N
+,219908713,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/04/2021,,14/07/2021,Site,01/01/1980,0,1,männlich,Imago,anwesend,"4,249,903","5,766,865","83,579,779","51,979,303",25, onbekend,BRD - NSG Feuchtwiesen Stroehen <GT>,BRD - Nordrhein-Westfalen,Germany,Jürgen Schleef,Automatische Validatie,A,Y,N,gehört,https://nrw.observation.org/waarneming/view/219908713,"""""",,0,N
+,219908852,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/04/2021,,14/07/2021,Site,01/01/1980,0,1,männlich,Imago,anwesend,"4,250,550","5,766,822","83,674,085","51,979,208",15, onbekend,BRD - NSG Feuchtwiesen Stroehen <GT>,BRD - Nordrhein-Westfalen,Germany,Jürgen Schleef,Automatische Validatie,A,Y,N,gehört,https://nrw.observation.org/waarneming/view/219908852,"""""",,0,N
+,219908880,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/04/2021,,14/07/2021,Site,01/01/1980,0,1,unbekannt,Imago,anwesend,"4,250,736","5,766,964","83,700,156","51,980,559",25, onbekend,BRD - NSG Feuchtwiesen Stroehen <GT>,BRD - Nordrhein-Westfalen,Germany,Jürgen Schleef,Automatische Validatie,A,Y,N,gehört,https://nrw.observation.org/waarneming/view/219908880,"""""",,0,N
+,219908890,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,26/04/2021,,14/07/2021,Site,01/01/1980,0,1,unbekannt,Imago,anwesend,"4,250,645","5,767,274","83,684,599","51,983,305",15, onbekend,BRD - NSG Feuchtwiesen Stroehen <GT>,BRD - Nordrhein-Westfalen,Germany,Jürgen Schleef,Automatische Validatie,A,Y,N,gehört,https://nrw.observation.org/waarneming/view/219908890,"""""",,0,N
+,212132560,Gryllus campestris,Feldgrille,0,1933,Gryllidae (Grillen),Orthoptera,Native,28/04/2021,11:20,28/04/2021,Site,01/01/1980,0,100,unbekannt,Imago,anwesend,"4,105,734","5,632,701","6,416,643","50,695,899",8, onbekend,BRD - NSG Kalltal und Nebentaeler,BRD - Nordrhein-Westfalen,Germany,Yannick van der Veen,Florin Rutschmann,J,Y,N,Sichtung,https://nrw.observation.org/waarneming/view/212132560,"""Direkt am Weg sind einige Röhren zu sehen (siehe Bild). Von den Feldern links und rechts haben zusätzlich dutzende gerufen.""",,0,Y
